"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2021-6664-6/07/2022","01",0,"SA","Motor Cars - Sedan","2006","South West","Female","024","SA","C ","Full","Not Towing","Left Turn","001","5108",,
"2021-6664-6/07/2022","02",1,"SA","Motor Cars - Sedan","2007","South West","Female","033","SA","C ","Full","Not Towing","Straight Ahead","001","5241",,
"2021-6665-6/07/2022","01",1,"SA","Light Truck LT 4.5T","2005","East","Male","020","SA","C ","Full","Not Towing","Straight Ahead","001","5631",,
"2021-6665-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-6666-6/07/2022","01",1,,"Pedal Cycle",,"East","Male","010",,,,,"Straight Ahead","001","5033",,
"2021-6666-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-6667-6/07/2022","01",0,"SA","OMNIBUS","2001","North","Male","037","SA","HR","Full","Not Towing","Left Turn","010","5073",,
"2021-6667-6/07/2022","02",0,"SA","Motor Cars - Sedan","2012","North","Female","049","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5109",,
"2021-6668-6/07/2022","01",0,"SA","Utility","2006","South","Male","018","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5502","Y",
"2021-6669-6/07/2022","01",0,"SA","Motor Cars - Sedan","2007","South","Female","021","SA","C ","Provisional 1 ","Not Towing","Right Turn","001","5252",,
"2021-6669-6/07/2022","02",0,"SA","Station Wagon","2007","East","Female","027","SA","C ","Full","Not Towing","Straight Ahead","002","5252",,
"2021-6670-6/07/2022","01",1,,"Pedal Cycle",,"North","Male","040",,,,,"Straight Ahead","001","5085",,
"2021-6670-6/07/2022","02",0,"SA","Station Wagon","2017","East","Female","042","SA","C ","Full","Not Towing","Straight Ahead","002","5087",,
"2021-6671-6/07/2022","01",1,"SA","Forward Control Passenger Van","1995","North","Female","068","SA","C ","Full","Not Towing","Straight Ahead","001","5131",,
"2021-6671-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-6672-6/07/2022","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2014","South","Male","037","SA","MR","Full","Not Towing","Right Turn","001","5113",,
"2021-6672-6/07/2022","02",0,"SA","Station Wagon","2005","South",,,,,,"Unknown","Parked","000",,,
"2021-6673-6/07/2022","01",0,"SA","Motor Cars - Sedan","2002","North East","Female","020","SA","C ","Full","Not Towing","Straight Ahead","003","5280",,
"2021-6673-6/07/2022","02",0,"SA","Station Wagon","2017","South West","Female","029","SA","C ","Full","Not Towing","Right Turn","002","5290",,
"2021-6674-6/07/2022","01",0,"SA","Utility","2006","South","Male","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5245",,
"2021-6674-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-6675-6/07/2022","01",0,"SA","Motor Cars - Sedan","2014","North","Female","073","SA","C ","Full","Not Towing","Right Turn","001","5073",,
"2021-6675-6/07/2022","02",0,"SA","Motor Cars - Sedan","2015","South","Female","063","SA","C ","Full","Not Towing","Straight Ahead","001","5070",,
"2021-6676-6/07/2022","01",1,"SA","Motor Cycle","2017","South East","Male","024","SA","C R ","Full","Not Towing","Straight Ahead","001","5114",,
"2021-6676-6/07/2022","02",0,,"Guard Rail",,,,,,,,,,,,,
"2021-6677-6/07/2022","01",0,"SA","Motor Cars - Sedan","2016","South West","Male","022","SA","C ","Full","Not Towing","Straight Ahead","001","5075",,
"2021-6677-6/07/2022","02",1,"SA","Motor Cars - Sedan","2007","South West","Male","026","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5093",,
"2021-6677-6/07/2022","03",0,"SA","Motor Cars - Sedan","2017","South West","Male","060","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5020",,
"2021-6678-6/07/2022","01",0,"SA","Motor Cars - Sedan","2015","South West","Female","044","SA","C ","Full","Not Towing","Right Turn","001","5066",,
"2021-6678-6/07/2022","02",1,"SA","Motor Cars - Sedan","2019","North East","Male","066","SA","HR","Full","Not Towing","Straight Ahead","001","5125",,
"2021-6679-6/07/2022","01",0,"SA","Station Wagon","2007","North West","Male","064","SA","C ","Full","Not Towing","Straight Ahead","002","5008",,
"2021-6679-6/07/2022","02",0,,"Sign Post",,,,,,,,,,,,,
"2021-6679-6/07/2022","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-6680-6/07/2022","01",0,"SA","Motor Cars - Sedan","2009","West","Female","028","SA","C ","Full","Not Towing","Straight Ahead","001","5043",,
"2021-6680-6/07/2022","02",0,"SA","Station Wagon","2013","South","Male","046","SA","C ","Full","Not Towing","Right Turn","001","5159",,
"2021-6681-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","South","Male","031","SA","C ","Full","Not Towing","Straight Ahead","001","5016",,
"2021-6681-6/07/2022","02",0,"SA","Station Wagon","2009","South","Male","042","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5013",,
"2021-6682-6/07/2022","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2015","West","Male","043","SA","HR","Full","Not Towing","Overtaking - on Right","001","5165",,
"2021-6682-6/07/2022","02",0,"SA","Utility","2004","West","Male","040","SA","MC","Full","Not Towing","Entering Private Driveway","002","5255",,
"2021-6683-6/07/2022","01",0,"SA","Station Wagon","2016","North West","Male","065","SA","C ","Full","Not Towing","Straight Ahead","001","5540",,
"2021-6683-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-6684-6/07/2022","01",0,"SA","Motor Cars - Sedan","2014","West","Female","020","SA","C ","Full","Not Towing","Left Turn","001","5162",,
"2021-6684-6/07/2022","02",0,"SA","Motor Cars - Sedan","2003","South","Female","029","SA","C ","Full","Not Towing","Straight Ahead","001","5050",,
"2021-6685-6/07/2022","01",0,"SA","Motor Cycle","2019","North","Male","054","SA","R ","Full","Not Towing","Straight Ahead","001","5118",,
"2021-6685-6/07/2022","02",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2021-6686-6/07/2022","01",0,"SA","Motor Cars - Sedan","2013","South East","Female","042","SA","C ","Full","Not Towing","Straight Ahead","001","5118",,
"2021-6686-6/07/2022","02",0,"SA","Motor Cars - Sedan","1998","South East",,,,,,"Unknown","Parked","000",,,
"2021-6687-6/07/2022","01",0,"SA","Motor Cycle","2005","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX","Y",
"2021-6687-6/07/2022","02",0,"SA","Motor Cars - Sedan","2015","East","Male","049","SA","C ","Full","Not Towing","Straight Ahead","001","5048",,
"2021-6688-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","East","Male","023","SA","C ","Provisional 2","Not Towing","Right Turn","001","5088",,
"2021-6688-6/07/2022","02",0,"SA","Utility","2003","West","Male","070","SA","C ","Full","Not Towing","Straight Ahead","001","5089",,
"2021-6689-6/07/2022","01",0,"SA","Station Wagon","2018","North","Female","024","SA","C ","Full","Not Towing","Right Turn","001","5095",,
"2021-6689-6/07/2022","02",0,"SA","Motor Cars - Sedan","2004","West","Female","032","SA","C ","Full","Not Towing","Straight Ahead","001","5112",,
"2021-6690-6/07/2022","01",0,"SA","Motor Cars - Sedan","2001","North East","Male","036","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5011",,
"2021-6690-6/07/2022","02",0,"SA","OMNIBUS","2008","North East","Male","040","SA","HR","Full","Not Towing","Straight Ahead","001","5096",,
"2021-6691-6/07/2022","01",0,"SA","Utility","2018","West","Male","026","SA","HR","Full","Not Towing","Right Turn","002","5161",,
"2021-6691-6/07/2022","02",0,"SA","Station Wagon","2014","North West","Male","037","SA","MCR ","Full","Not Towing","Straight Ahead","004","5113",,
"2021-6692-6/07/2022","01",0,"SA","Station Wagon","2021","South","Male","032","SA","MR","Full","Not Towing","Straight Ahead","001","5127",,
"2021-6692-6/07/2022","02",0,"WA","Motor Cars - Sedan","2005","South","Female","028","SA","HR","Full","Not Towing","Straight Ahead","002","5112",,
"2021-6693-6/07/2022","01",0,"SA","Motor Cars - Sedan","2001","North","Male","064","SA","C ","Full","Not Towing","Straight Ahead","001","5008",,
"2021-6693-6/07/2022","02",1,,"Pedestrian on Road",,"West","Female","062",,,,,"Crossing without Control",,"XXXX",,
"2021-6694-6/07/2022","01",0,"SA","Motor Cars - Sedan","2004","South West","Male","054","SA","C ","Full","Not Towing","Straight Ahead","002","5113",,
"2021-6694-6/07/2022","02",0,"SA","Utility","1994","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2021-6695-6/07/2022","01",0,,"Small Wheel Vehicle User",,"North West","Female","007",,,,,"Walking on Footpath",,"5063",,
"2021-6695-6/07/2022","02",0,"SA","Motor Cars - Sedan","2009","South West","Male","020","SA","C ","Provisional 2","Not Towing","Leaving Private Driveway","001","5075",,
"2021-6696-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","XXXX",,
"2021-6696-6/07/2022","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2021-6696-6/07/2022","03",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2021-6696-6/07/2022","04",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-6697-6/07/2022","01",1,"SA","Motor Cars - Sedan","2006","South West","Female","030","O/S","C ","Full","Not Towing","Straight Ahead","001","5075",,
"2021-6697-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-6698-6/07/2022","01",0,"SA","Motor Cars - Sedan","2011","South","Female","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5008",,
"2021-6698-6/07/2022","02",1,"SA","Motor Cars - Sedan","2012","South","Female","031","SA","C ","Full","Not Towing","Right Turn","001","5069",,
"2021-6699-6/07/2022","01",0,"SA","Utility","2010","North East","Male","049","SA","MC","Full","Not Towing","Swerving","001","5023",,
"2021-6699-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-6699-6/07/2022","03",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2021-6700-6/07/2022","01",0,"SA","Panel Van","2012","North","Male","032","SA","C ","Full","Not Towing","Straight Ahead","001","5048",,
"2021-6700-6/07/2022","02",0,"SA","Motor Cars - Sedan","2009","North","Female","030","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5048",,
"2021-6700-6/07/2022","03",0,"SA","Station Wagon","2013","North","Female","045","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5046",,
"2021-6700-6/07/2022","04",0,"SA","Motor Cars - Sedan","2005","North","Male","035","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5169",,
"2021-6701-6/07/2022","01",0,"SA","Station Wagon","2000","North East","Male","027","SA","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2021-6701-6/07/2022","02",0,,"Guard Rail",,,,,,,,,,,,,
"2021-6702-6/07/2022","01",0,"SA","Utility","2020","South East","Male","035","SA","C R ","Full","Not Towing","U Turn","001","5169",,
"2021-6702-6/07/2022","02",0,"SA","Utility","2008","South East","Male","026","NSW","C ","Full","Not Towing","Straight Ahead","001","2161",,
"2021-6703-6/07/2022","01",1,"SA","Utility","2016","North East","Male","072","SA","C ","Full","Not Towing","Straight Ahead","001","5460",,
"2021-6703-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-6703-6/07/2022","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-6704-6/07/2022","01",0,"SA","BDOUBLE - ROAD TRAIN","2014","South East","Unknown","XXX","UNKNOWN","XX","Unknown",,"Straight Ahead","001","5277",,
"2021-6704-6/07/2022","02",0,"UNKNOWN","Utility","XXXX","South East",,,,,,"Trailer","Parked","000",,,
"2021-6705-6/07/2022","01",0,"SA","Motor Cars - Sedan","2016","South","Male","049","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5081",,
"2021-6705-6/07/2022","02",0,"SA","Motor Cars - Sedan","2012","South","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","004","5045",,
"2021-6706-6/07/2022","01",0,"SA","Station Wagon","2004","West","Male","030","SA","C ","Full","Not Towing","Straight Ahead","001","5038",,
"2021-6706-6/07/2022","02",0,"SA","Motor Cars - Sedan","2003","West",,,,,,"Unknown","Parked","000",,,
"2021-6707-6/07/2022","01",0,"SA","Station Wagon","2018","East","Male","064","SA","C R ","Full","Not Towing","Right Turn","001","5048",,
"2021-6707-6/07/2022","02",1,"SA","Motor Cars - Sedan","2018","North","Female","043","SA","C ","Full","Not Towing","Straight Ahead","001","5044",,
"2021-6708-6/07/2022","01",0,"SA","Utility","2006","South East","Male","024","SA","HC","Full","Not Towing","Left Turn","001","5107",,
"2021-6708-6/07/2022","02",0,"VIC","Motor Cars - Sedan","2019","North East","Male","026","VIC","C ","Full","Not Towing","Straight Ahead","001","3437",,
"2021-6708-6/07/2022","03",0,,"Tree",,,,,,,,,,,,,
"2021-6708-6/07/2022","04",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-6709-6/07/2022","01",0,"SA","Motor Cars - Sedan","2013","North West","Male","022","SA","C ","Full","Not Towing","Straight Ahead","001","5011",,
"2021-6709-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2009","North West","Male","026","SA","HR","Full","Not Towing","Straight Ahead","001","5013",,
"2021-6710-6/07/2022","01",0,"SA","Motor Cars - Sedan","1999","North West","Female","065","SA","C ","Full","Not Towing","Straight Ahead","002","5162",,
"2021-6710-6/07/2022","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2021-6710-6/07/2022","03",0,"SA","Station Wagon","2014","North West","Male","020","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5251",,
"2021-6711-6/07/2022","01",0,"SA","Motor Cars - Sedan","2019","North West","Male","022","SA","C ","Full","Not Towing","Straight Ahead","002","5245",,
"2021-6711-6/07/2022","02",0,"SA","Motor Cars - Sedan","2017","North West","Female","028","SA","C ","Full","Not Towing","Straight Ahead","001","5153",,
"2021-6712-6/07/2022","01",0,"SA","Motor Cars - Sedan","2016","North","Male","072","SA","C ","Full","Not Towing","Swerving","001","5073",,
"2021-6712-6/07/2022","02",0,"SA","BDOUBLE - ROAD TRAIN","2018","North","Male","025","SA","MC","Full",,"Straight Ahead","001","5256",,
"2021-6713-6/07/2022","01",0,"SA","Motor Cars - Sedan","2013","North","Male","061","NT","C ","Full","Not Towing","Swerving","002","5081",,
"2021-6713-6/07/2022","02",0,"WA","SEMI TRAILER","2015","North","Male","054","SA","MC","Full","Trailer","Straight Ahead","001","5351",,
"2021-6714-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","South West","Male","019","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5169",,
"2021-6714-6/07/2022","02",0,"SA","Motor Cars - Sedan","2001","South West","Male","019","SA","C ","Learners","Not Towing","Straight Ahead","001","5083",,
"2021-6715-6/07/2022","01",1,"SA","Station Wagon","2012","North","Female","055","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5158",,
"2021-6715-6/07/2022","02",0,"SA","Motor Cars - Sedan","2010","North","Female","021","SA","C ","Full","Not Towing","Left Turn","001","5162",,
"2021-6716-6/07/2022","01",0,"SA","Motor Cars - Sedan","2011","South East","Male","XXX","SA","C ","Full","Not Towing","Straight Ahead","001","5021",,
"2021-6716-6/07/2022","02",0,"SA","Motor Cars - Sedan","2010","South East","Male","022","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5110",,
"2021-6717-6/07/2022","01",0,"SA","Station Wagon","2015","East","Male","066","SA","C ","Full","Not Towing","Straight Ahead","001","5062",,
"2021-6717-6/07/2022","02",0,"SA","Utility","2019","North","Male","026","SA","MR","Full","Not Towing","Straight Ahead","002","5173",,
"2021-6718-6/07/2022","01",0,"SA","Motor Cars - Sedan","2008","West","Male","083","SA","C ","Full","Not Towing","Right Turn","001","5062",,
"2021-6718-6/07/2022","02",0,"SA","Station Wagon","2017","South East","Female","041","SA","C ","Full","Not Towing","Straight Ahead","001","5065",,
"2021-6719-6/07/2022","01",0,"SA","Utility","2012","North","Male","022","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5169",,
"2021-6719-6/07/2022","02",0,,"Traffic Signal Pole",,,,,,,,,,,,,
"2021-6719-6/07/2022","03",0,"SA","Utility","2019","South","Female","052","SA","C ","Full","Not Towing","Straight Ahead","001","5050",,
"2021-6719-6/07/2022","04",0,"SA","Motor Cars - Sedan","2003","South","Female","047","SA","C ","Full","Not Towing","Swerving","002","5038",,
"2021-6720-6/07/2022","01",1,"SA","Motor Cars - Sedan","1998","North East","Male","067","SA","C ","Full","Not Towing","Left Turn","002","5159",,
"2021-6720-6/07/2022","02",0,"SA","Motor Cars - Sedan","2012","North East","Female","019","SA","C ","Provisional 2","Not Towing","Left Turn","001","5040",,
"2021-6721-6/07/2022","01",0,"SA","Motor Cars - Sedan","2017","North East","Female","042","SA","C ","Full","Not Towing","Straight Ahead","001","5109",,
"2021-6721-6/07/2022","02",0,"SA","Station Wagon","2002","North East","Female","047","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5093",,
"2021-6721-6/07/2022","03",0,"SA","Motor Cars - Sedan","2006","North East","Female","054","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5112",,
"2021-6722-6/07/2022","01",0,"SA","Utility","2008","South West","Male","040","SA","C ","Full","Not Towing","Left Turn","002","5096",,
"2021-6722-6/07/2022","02",0,"SA","Station Wagon","2019","South West","Female","062","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5090",,
"2021-6723-6/07/2022","01",1,"SA","Motor Cars - Sedan","2010","North East","Female","033","SA","C ","Full","Not Towing","U Turn","001","5021",,
"2021-6723-6/07/2022","02",1,"SA","Motor Cars - Sedan","2003","North East","Male","032","SA","HR","Full","Not Towing","Straight Ahead","002","5016",,
"2021-6724-6/07/2022","01",0,"SA","Utility","2018","North","Male","027","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5158",,
"2021-6724-6/07/2022","02",0,"SA","Station Wagon","2020","North","Female","068","SA","C ","Full","Not Towing","Straight Ahead","001","5158",,
"2021-6725-6/07/2022","01",1,"SA","Motor Cycle","2003","South","Male","022","SA","C RD","Full","Not Towing","Straight Ahead","001","5723","Y",
